# klaverjas spoor; spellen=200; zaad=6
4;7;3;2;1;T;53
4;8;0;1;3;V;56
4;8;1;4;0;A;53
4;8;2;3;0;H;53
4;8;3;2;0;T;53
4;=;3;152;0;30;0
5;1;0;2;3;V;7
5;1;1;3;3;8;40
5;1;2;4;3;B;6
5;1;3;1;3;T;38
5;2;0;2;2;A;8
5;2;1;3;2;7;34
5;2;2;4;0;T;69
5;2;3;1;1;8;53
5;3;0;2;2;T;8
5;3;1;3;2;H;40
5;3;2;4;0;9;69
5;3;3;1;0;8;53
5;4;0;4;3;A;57
5;4;1;3;0;7;53
5;4;2;2;1;V;68
5;4;3;1;1;B;53
5;5;0;2;1;7;47
5;5;1;3;1;H;40
5;5;2;4;3;H;28
5;5;3;1;1;A;38
5;6;0;2;1;T;8
5;6;1;3;2;V;53
5;6;2;4;2;9;53
5;6;3;1;0;B;53
5;7;0;2;2;B;8
5;7;1;3;0;A;53
5;7;2;4;3;9;35
5;7;3;1;0;V;53
5;8;0;2;2;8;8
5;8;1;3;1;9;53
5;8;2;4;3;7;35
5;8;3;1;0;H;53
5;=;3;0;152;0;30
6;1;0;1;3;H;7
6;1;1;4;3;V;40
6;1;2;3;3;B;6
6;1;3;2;3;9;39
6;2;0;1;1;A;8
6;2;1;4;2;7;53
6;2;2;3;2;V;69
6;2;3;2;1;7;38
6;3;0;3;2;8;13
6;3;1;4;2;T;40
6;3;2;1;2;9;36
6;3;3;2;2;A;24
6;4;0;4;1;T;7
6;4;1;3;1;8;40
6;4;2;2;0;H;68
6;4;3;1;1;B;3
6;5;0;2;0;A;7
6;5;1;3;0;T;40
6;5;2;4;0;9;22
6;5;3;1;0;8;3
6;6;0;2;3;A;58
6;6;1;3;3;7;34
6;6;2;4;0;7;53
6;6;3;1;1;9;53
6;7;0;2;3;T;58
6;7;1;3;3;8;40
6;7;2;4;2;B;53
6;7;3;1;0;B;53
6;8;0;4;1;H;9
6;8;1;3;0;V;53
6;8;2;2;2;H;53
6;8;3;1;1;V;38
6;=;3;55;97;40;50
7;1;0;4;0;V;7
7;1;1;3;0;7;40
7;1;2;2;0;B;6
7;1;3;1;0;A;3
7;2;0;2;1;A;8
7;2;1;3;1;7;34
